Row,Prompt_Variant,Model,compound,narr_compound,p_negative,p_neutral,p_positive,roberta_score,roberta_label
1656,v1_terse,Mistral,-0.6124,-0.9228,0.2792957,0.6941956,0.02650869,-0.25278702,neutral
1657,v1_terse,ChatGPT,0.743,0.0289,0.62786084,0.34756172,0.024577402,-0.60328346,negative
1657,v1_terse,Mistral,0.2263,0.0289,0.69707674,0.2857427,0.017180627,-0.6798961,negative
1656,v2_empathetic,Mistral,0.0487,-0.9228,0.80037224,0.18404278,0.015584957,-0.7847873,negative
1651,v3_structured,ChatGPT,-0.4019,-0.9931,0.5952614,0.39430127,0.010437342,-0.584824,negative
1657,v3_structured,Mistral,0.6369,0.0289,0.29941142,0.6775397,0.023048885,-0.27636254,neutral
1657,v2_empathetic,Mistral,0.4986,0.0289,0.84252775,0.14700861,0.01046363,-0.8320641,negative
1659,v1_terse,Mistral,0.872,0.7876,0.66788095,0.31683618,0.015282921,-0.652598,negative
1656,v3_structured,ChatGPT,-0.1531,-0.9228,0.5586878,0.42998666,0.011325548,-0.54736227,negative
1656,v2_empathetic,ChatGPT,0.9423,-0.9228,0.19935448,0.63913304,0.16151248,-0.037842005,neutral
1657,v2_empathetic,ChatGPT,0.8481,0.0289,0.71823317,0.25390443,0.02786239,-0.6903708,negative
1659,v3_structured,Mistral,0.9001,0.7876,0.3444214,0.6338322,0.021746423,-0.32267496,neutral
1660,v3_structured,Mistral,0.3818,0.7096,0.18737194,0.7828705,0.029757623,-0.15761432,neutral
1660,v1_terse,Mistral,0.9423,0.7096,0.15073445,0.7335665,0.115699075,-0.03503538,neutral
1660,v3_structured,ChatGPT,0.6808,0.7096,0.2928929,0.68414277,0.022964261,-0.26992863,neutral
1657,v3_structured,ChatGPT,0.7906,0.0289,0.6165198,0.37253746,0.010942658,-0.6055772,negative
1659,v2_empathetic,Mistral,0.9051,0.7876,0.78359944,0.2028356,0.013564961,-0.7700345,negative
1660,v2_empathetic,Mistral,0.5239,0.7096,0.79142964,0.19314893,0.015421492,-0.7760081,negative
1661,v1_terse,Mistral,0.8074,0.9576,0.25490126,0.6863244,0.058774274,-0.19612698,neutral
1659,v1_terse,ChatGPT,0.875,0.7876,0.51634187,0.46277165,0.020886539,-0.49545532,negative
1659,v2_empathetic,ChatGPT,0.837,0.7876,0.80526537,0.18250003,0.012234587,-0.7930308,negative
1660,v1_terse,ChatGPT,0.7003,0.7096,0.5504022,0.41906422,0.03053352,-0.51986873,negative
1661,v3_structured,Mistral,0.7906,0.9576,0.3354429,0.64615506,0.018401956,-0.31704095,neutral
1659,v3_structured,ChatGPT,0.9027,0.7876,0.6165234,0.37155956,0.0119171,-0.6046063,negative
1661,v2_empathetic,Mistral,-0.4588,0.9576,0.68243265,0.27978516,0.037782226,-0.6446504,negative
1663,v1_terse,Mistral,0.128,0.9807,0.559531,0.40849972,0.03196933,-0.52756166,negative
1661,v1_terse,ChatGPT,0.8418,0.9576,0.41806307,0.5252225,0.056714494,-0.36134857,neutral
1663,v2_empathetic,Mistral,0.7269,0.9807,0.852924,0.13355537,0.013520639,-0.83940333,negative
1656,v1_terse,ChatGPT,-0.5095,-0.9228,0.61455494,0.36951575,0.01592927,-0.59862566,negative
1663,v3_structured,Mistral,0.6369,0.9807,0.53170156,0.45454693,0.013751569,-0.51795,negative
1661,v3_structured,ChatGPT,0.8658,0.9576,0.4826671,0.50155914,0.015773708,-0.46689337,neutral
1661,v2_empathetic,ChatGPT,0.8097,0.9576,0.6825343,0.2826886,0.03477716,-0.6477571,negative
1660,v2_empathetic,ChatGPT,0.914,0.7096,0.7704533,0.21071021,0.018836556,-0.7516167,negative
1666,v1_terse,Mistral,0.1217,-0.8558,0.6204188,0.35984004,0.01974118,-0.6006776,negative
1663,v1_terse,ChatGPT,0.8807,0.9807,0.017551148,0.35913458,0.6233143,0.6057632,positive
1663,v2_empathetic,ChatGPT,0.9834,0.9807,0.36454478,0.53619534,0.09925987,-0.2652849,neutral
1666,v2_empathetic,Mistral,0.6189,-0.8558,0.8143556,0.17338882,0.012255549,-0.80210006,negative
1663,v3_structured,ChatGPT,0.6486,0.9807,0.484589,0.4975536,0.017857386,-0.46673164,neutral
1666,v3_structured,Mistral,0.6369,-0.8558,0.21294506,0.7610055,0.026049435,-0.18689562,neutral
1666,v1_terse,ChatGPT,0.9104,-0.8558,0.40049785,0.56760293,0.03189919,-0.36859867,neutral
1666,v2_empathetic,ChatGPT,0.8532,-0.8558,0.52819043,0.42389455,0.047915015,-0.48027542,negative
1666,v3_structured,ChatGPT,0.6249,-0.8558,0.40205458,0.57832605,0.01961943,-0.38243514,neutral
1671,v1_terse,Mistral,0.6932,0.8834,0.743985,0.24469227,0.011322707,-0.7326623,negative
1671,v2_empathetic,Mistral,0.8141,0.8834,0.7352904,0.23852743,0.026182054,-0.70910835,negative
1671,v3_structured,Mistral,0.3612,0.8834,0.23059826,0.745453,0.02394876,-0.2066495,neutral
1672,v1_terse,Mistral,0.6883,0.8207,0.6337127,0.35081822,0.015469035,-0.6182437,negative
1672,v3_structured,Mistral,0.9022,0.8207,0.31767336,0.66204077,0.020285878,-0.29738748,neutral
1673,v1_terse,Mistral,0.8188,0.4767,0.54716283,0.42282882,0.03000838,-0.51715446,negative
1672,v2_empathetic,Mistral,-0.3683,0.8207,0.8329172,0.15398605,0.013096711,-0.8198205,negative
1673,v1_terse,ChatGPT,0.7978,0.4767,0.6834409,0.3005806,0.015978437,-0.66746247,negative
1671,v2_empathetic,ChatGPT,0.9086,0.8834,0.70256454,0.27308062,0.024354853,-0.67820966,negative
1672,v1_terse,ChatGPT,0.875,0.8207,0.42357886,0.5470314,0.029389746,-0.39418912,neutral
1673,v2_empathetic,Mistral,-0.9038,0.4767,0.86708325,0.12347734,0.009439408,-0.85764384,negative
1673,v3_structured,Mistral,-0.1531,0.4767,0.53630936,0.4498895,0.013801169,-0.5225082,negative
1671,v1_terse,ChatGPT,0.9062,0.8834,0.32331285,0.63119507,0.045492124,-0.27782074,neutral
1672,v2_empathetic,ChatGPT,0.8887,0.8207,0.6700936,0.2998097,0.030096766,-0.6399968,negative
1671,v3_structured,ChatGPT,0.6486,0.8834,0.5831406,0.40610722,0.0107521145,-0.57238847,negative
1672,v3_structured,ChatGPT,0.3818,0.8207,0.56401646,0.4249209,0.01106267,-0.5529538,negative
1673,v3_structured,ChatGPT,0.481,0.4767,0.5911596,0.397132,0.011708406,-0.5794512,negative
1673,v2_empathetic,ChatGPT,0.6932,0.4767,0.714687,0.26494178,0.020371199,-0.6943158,negative
1684,v1_terse,Mistral,0.7717,0.6124,0.41996875,0.52689594,0.05313529,-0.36683345,neutral
1684,v3_structured,Mistral,0.7118,0.6124,0.2374342,0.737588,0.024977777,-0.21245642,neutral
1685,v1_terse,ChatGPT,0.875,0.8739,0.3984293,0.55479264,0.04677811,-0.3516512,neutral
1684,v2_empathetic,Mistral,-0.5719,0.6124,0.8432591,0.1425996,0.014141318,-0.8291178,negative
1685,v1_terse,Mistral,0.6027,0.8739,0.5041516,0.46418542,0.031663038,-0.47248855,negative
1685,v3_structured,Mistral,0.6473,0.8739,0.04296324,0.8796151,0.077421546,0.034458306,neutral
1684,v1_terse,ChatGPT,0.7184,0.6124,0.25046912,0.69410735,0.055423565,-0.19504556,neutral
1685,v2_empathetic,Mistral,0.5234,0.8739,0.67844313,0.29174367,0.029813152,-0.64862996,negative
1685,v3_structured,ChatGPT,-0.0,0.8739,0.5123392,0.4729738,0.014687101,-0.49765208,negative
1684,v2_empathetic,ChatGPT,0.6996,0.6124,0.69336426,0.28203592,0.024599789,-0.6687645,negative
1689,v1_terse,Mistral,0.9118,0.106,0.14715245,0.72781813,0.12502946,-0.022122994,neutral
1684,v3_structured,ChatGPT,0.4767,0.6124,0.42070216,0.5610582,0.018239541,-0.40246263,neutral
1689,v2_empathetic,Mistral,-0.0488,0.106,0.87869006,0.112126105,0.009183904,-0.8695062,negative
1689,v3_structured,Mistral,0.8688,0.106,0.28516486,0.6909041,0.023931028,-0.26123384,neutral
1685,v2_empathetic,ChatGPT,0.9211,0.8739,0.4487386,0.48594472,0.065316714,-0.3834219,neutral
1689,v2_empathetic,ChatGPT,0.8275,0.106,0.75345665,0.2291905,0.017352816,-0.73610383,negative
1692,v1_terse,Mistral,0.9316,0.8235,0.3928601,0.5785459,0.028594011,-0.3642661,neutral
1689,v3_structured,ChatGPT,-0.0046,0.106,0.6133646,0.37468383,0.011951642,-0.60141295,negative
1693,v1_terse,ChatGPT,0.1779,0.9793,0.7732334,0.21538927,0.0113773225,-0.7618561,negative
1692,v2_empathetic,Mistral,-0.428,0.8235,0.8483144,0.1419304,0.009755177,-0.8385592,negative
1692,v3_structured,Mistral,0.6597,0.8235,0.22851084,0.74809474,0.023394387,-0.20511645,neutral
1689,v1_terse,ChatGPT,0.8442,0.106,0.5547928,0.4166334,0.028573856,-0.52621895,negative
1692,v1_terse,ChatGPT,0.91,0.8235,0.14980273,0.7785102,0.071687095,-0.078115635,neutral
1693,v2_empathetic,Mistral,0.228,0.9793,0.8427015,0.14407448,0.013224054,-0.8294774,negative
1693,v3_structured,ChatGPT,0.0,0.9793,0.48558226,0.49842557,0.015992187,-0.46959007,neutral
1693,v3_structured,Mistral,0.6369,0.9793,0.29467368,0.6802535,0.025072832,-0.26960084,neutral
1693,v1_terse,Mistral,0.3818,0.9793,0.67519236,0.30812106,0.016686633,-0.65850574,negative
1692,v3_structured,ChatGPT,0.1027,0.8235,0.47337356,0.51226395,0.01436253,-0.45901102,neutral
1693,v2_empathetic,ChatGPT,0.8298,0.9793,0.78150797,0.20245084,0.016041148,-0.7654668,negative
1700,v1_terse,Mistral,-0.8762,-0.6007,0.89237267,0.09988399,0.0077432916,-0.88462937,negative
1700,v3_structured,Mistral,-0.3952,-0.6007,0.32659036,0.6530528,0.020356866,-0.3062335,neutral
1700,v3_structured,ChatGPT,-0.3089,-0.6007,0.5291061,0.45603922,0.014854619,-0.5142515,negative
1700,v2_empathetic,Mistral,-0.6249,-0.6007,0.7912086,0.19325896,0.015532407,-0.7756762,negative
1702,v1_terse,Mistral,-0.25,0.8587,0.800618,0.18833041,0.011051583,-0.7895664,negative
1700,v1_terse,ChatGPT,0.7003,-0.6007,0.33119887,0.5888699,0.0799312,-0.25126767,neutral
1692,v2_empathetic,ChatGPT,0.885,0.8235,0.5324756,0.429262,0.03826234,-0.49421325,negative
1702,v3_structured,Mistral,-0.0685,0.8587,0.46548146,0.52100194,0.013516577,-0.45196488,neutral
1702,v2_empathetic,Mistral,-0.0836,0.8587,0.7257355,0.24569426,0.028570304,-0.6971652,negative
1703,v1_terse,Mistral,0.7845,0.7184,0.37012988,0.5642335,0.0656367,-0.3044932,neutral
1700,v2_empathetic,ChatGPT,0.867,-0.6007,0.69396627,0.27177358,0.034260128,-0.6597061,negative
1702,v1_terse,ChatGPT,0.6124,0.8587,0.5341705,0.44094968,0.024879832,-0.5092907,negative
1703,v2_empathetic,Mistral,-0.8805,0.7184,0.90670973,0.08514865,0.008141583,-0.89856815,negative
1703,v3_structured,Mistral,0.7506,0.7184,0.51294917,0.4716726,0.015378234,-0.49757093,negative
1702,v3_structured,ChatGPT,0.4767,0.8587,0.45986485,0.5253324,0.014802719,-0.44506213,neutral
1703,v1_terse,ChatGPT,0.7964,0.7184,0.51404434,0.4377909,0.048164804,-0.46587953,negative
1703,v2_empathetic,ChatGPT,-0.3597,0.7184,0.7505827,0.23374957,0.015667755,-0.73491496,negative
1703,v3_structured,ChatGPT,0.6369,0.7184,0.6281388,0.35936183,0.012499401,-0.6156394,negative
1702,v2_empathetic,ChatGPT,0.929,0.8587,0.4833111,0.46692967,0.04975925,-0.43355185,negative
1714,v1_terse,Mistral,0.8074,0.8013,0.48382622,0.4882913,0.027882507,-0.4559437,neutral
1714,v2_empathetic,Mistral,-0.6478,0.8013,0.6286733,0.34102204,0.030304682,-0.59836864,negative
1714,v3_structured,Mistral,0.6215,0.8013,0.363441,0.6172974,0.019261576,-0.34417942,neutral
1714,v1_terse,ChatGPT,0.296,0.8013,0.24794595,0.6758722,0.07618187,-0.17176408,neutral
1714,v2_empathetic,ChatGPT,0.8126,0.8013,0.67171055,0.29925165,0.029037856,-0.6426727,negative
1714,v3_structured,ChatGPT,-0.4588,0.8013,0.44781113,0.5363315,0.015857402,-0.43195373,neutral
1719,v1_terse,ChatGPT,-0.4767,-0.9337,0.50438803,0.47554123,0.0200707,-0.48431733,negative
1719,v3_structured,Mistral,-0.4939,-0.9337,0.18151651,0.7913658,0.027117677,-0.15439883,neutral
1719,v1_terse,Mistral,-0.0258,-0.9337,0.67331964,0.3113815,0.015298888,-0.65802073,negative
1719,v2_empathetic,Mistral,-0.6887,-0.9337,0.6279635,0.35000834,0.022028202,-0.6059353,negative
1719,v2_empathetic,ChatGPT,0.5584,-0.9337,0.78629774,0.1974687,0.016233576,-0.7700642,negative
1721,v1_terse,Mistral,-0.1761,-0.8211,0.862526,0.1287033,0.008770735,-0.85375524,negative
1719,v3_structured,ChatGPT,-0.4939,-0.9337,0.42945215,0.5548243,0.015723495,-0.41372865,neutral
1722,v1_terse,Mistral,0.0516,0.886,0.58140165,0.38543704,0.03316133,-0.5482403,negative
1721,v3_structured,Mistral,-0.34,-0.8211,0.35901767,0.61972094,0.021261346,-0.33775634,neutral
1721,v2_empathetic,Mistral,0.5423,-0.8211,0.8677246,0.12094384,0.011331533,-0.85639304,negative
1722,v2_empathetic,ChatGPT,0.8402,0.886,0.42358008,0.48284072,0.09357927,-0.33000082,neutral
1722,v3_structured,Mistral,-0.0258,0.886,0.57364285,0.41312394,0.01323322,-0.5604096,negative
1722,v2_empathetic,Mistral,0.813,0.886,0.66313744,0.31095207,0.0259105,-0.63722694,negative
1721,v1_terse,ChatGPT,0.3189,-0.8211,0.67592925,0.3049431,0.019127643,-0.6568016,negative
1722,v1_terse,ChatGPT,0.9455,0.886,0.05923055,0.5132315,0.42753792,0.36830735,neutral
1721,v3_structured,ChatGPT,-0.128,-0.8211,0.5362262,0.45030603,0.013467772,-0.5227584,negative
1721,v2_empathetic,ChatGPT,0.9205,-0.8211,0.5840841,0.36740893,0.048507016,-0.53557706,negative
1722,v3_structured,ChatGPT,0.6369,0.886,0.34498098,0.6338676,0.02115145,-0.32382953,neutral
1727,v1_terse,Mistral,0.3818,0.9325,0.48282307,0.5002739,0.016903065,-0.46592,neutral
1727,v2_empathetic,Mistral,0.2748,0.9325,0.48877338,0.4588311,0.052395586,-0.4363778,negative
1727,v3_structured,ChatGPT,0.8402,0.9325,0.18735221,0.7851262,0.027521584,-0.15983063,neutral
1727,v3_structured,Mistral,0.7506,0.9325,0.4172804,0.5675525,0.015167148,-0.40211326,neutral
1729,v1_terse,Mistral,0.8402,-0.1984,0.6362374,0.34308007,0.020682586,-0.6155548,negative
1727,v1_terse,ChatGPT,0.872,0.9325,0.043404102,0.75896955,0.1976264,0.1542223,neutral
1727,v2_empathetic,ChatGPT,0.8206,0.9325,0.43462184,0.51424634,0.05113178,-0.38349006,neutral
1730,v1_terse,Mistral,-0.4215,-0.8248,0.5877944,0.4010096,0.0111960005,-0.5765984,negative
1729,v3_structured,Mistral,0.6369,-0.1984,0.2394352,0.7362007,0.024364155,-0.21507104,neutral
1730,v2_empathetic,Mistral,-0.7503,-0.8248,0.8431037,0.14483449,0.0120618185,-0.8310419,negative
1730,v3_structured,Mistral,-0.1027,-0.8248,0.4804069,0.50465,0.014943133,-0.4654638,neutral
1729,v1_terse,ChatGPT,0.8528,-0.1984,0.55262864,0.42484075,0.022530628,-0.530098,negative
1731,v1_terse,Mistral,0.34,0.705,0.8355311,0.15641886,0.008050035,-0.8274811,negative
1731,v3_structured,ChatGPT,0.8555,0.705,0.5649468,0.42235553,0.012697672,-0.5522491,negative
1729,v2_empathetic,ChatGPT,0.8126,-0.1984,0.66963565,0.30148518,0.028879153,-0.6407565,negative
1732,v1_terse,Mistral,0.5267,-0.5187,0.8070858,0.18177238,0.011141783,-0.79594404,negative
1729,v2_empathetic,Mistral,-0.1051,-0.1984,0.6590677,0.30620503,0.034727238,-0.6243405,negative
1729,v3_structured,ChatGPT,0.5719,-0.1984,0.021786697,0.8379035,0.14030981,0.11852311,neutral
1731,v3_structured,Mistral,0.8957,0.705,0.33860755,0.64456165,0.016830815,-0.32177675,neutral
1731,v2_empathetic,Mistral,0.4086,0.705,0.83728033,0.15237378,0.010345852,-0.82693446,negative
1730,v2_empathetic,ChatGPT,0.3626,-0.8248,0.42669034,0.5137148,0.059594855,-0.36709547,neutral
1732,v3_structured,Mistral,0.0258,-0.5187,0.20443374,0.7664587,0.029107599,-0.17532614,neutral
1732,v2_empathetic,Mistral,-0.5187,-0.5187,0.8448701,0.14389953,0.01123042,-0.8336397,negative
1731,v1_terse,ChatGPT,0.8236,0.705,0.40437266,0.5668851,0.028742239,-0.37563044,neutral
1732,v1_terse,ChatGPT,0.91,-0.5187,0.049377464,0.62370455,0.32691795,0.27754048,neutral
1733,v1_terse,Mistral,-0.5053,0.3164,0.8452617,0.14431608,0.010422231,-0.83483946,negative
1733,v3_structured,Mistral,0.0323,0.3164,0.37435243,0.60854036,0.017107181,-0.35724524,neutral
1730,v3_structured,ChatGPT,-0.5106,-0.8248,0.46115455,0.5224939,0.016351566,-0.444803,neutral
1733,v2_empathetic,ChatGPT,-0.353,0.3164,0.716084,0.26430795,0.019608093,-0.6964759,negative
1733,v2_empathetic,Mistral,0.0183,0.3164,0.8413313,0.14871149,0.00995724,-0.83137405,negative
1731,v2_empathetic,ChatGPT,0.6908,0.705,0.71410733,0.25769374,0.028198963,-0.6859084,negative
1732,v3_structured,ChatGPT,0.5994,-0.5187,0.27998766,0.6967047,0.023307586,-0.25668007,neutral
1732,v2_empathetic,ChatGPT,0.7602,-0.5187,0.73132867,0.24960004,0.019071348,-0.7122573,negative
1730,v1_terse,ChatGPT,0.4779,-0.8248,0.1729594,0.7344044,0.092636205,-0.0803232,neutral
1733,v3_structured,ChatGPT,0.4404,0.3164,0.29809636,0.67846596,0.023437655,-0.2746587,neutral
1733,v1_terse,ChatGPT,0.8327,0.3164,0.50511664,0.4619309,0.03295244,-0.4721642,negative
1738,v1_terse,Mistral,-0.0194,-0.9744,0.7132273,0.26866138,0.018111335,-0.6951159,negative
1738,v3_structured,Mistral,-0.0516,-0.9744,0.38307554,0.5994746,0.017449893,-0.36562565,neutral
1738,v2_empathetic,Mistral,0.184,-0.9744,0.82308644,0.16609238,0.0108212475,-0.8122652,negative
1738,v2_empathetic,ChatGPT,0.925,-0.9744,0.50868505,0.43675518,0.054559793,-0.45412526,negative
1740,v1_terse,Mistral,0.296,-0.8225,0.0957305,0.77055836,0.1337111,0.0379806,neutral
1738,v1_terse,ChatGPT,0.5318,-0.9744,0.12979203,0.6747909,0.19541705,0.06562501,neutral
1741,v1_terse,Mistral,0.926,0.9287,0.032603703,0.809076,0.15832017,0.12571648,neutral
1740,v3_structured,Mistral,0.3818,-0.8225,0.12981203,0.83814174,0.032046217,-0.09776582,neutral
1741,v3_structured,Mistral,0.9186,0.9287,0.07010994,0.88827604,0.04161404,-0.0284959,neutral
1740,v2_empathetic,Mistral,0.8319,-0.8225,0.5771756,0.39751723,0.025307167,-0.55186844,negative
1741,v2_empathetic,Mistral,0.6857,0.9287,0.7347278,0.25068858,0.014583602,-0.7201442,negative
1740,v1_terse,ChatGPT,0.6908,-0.8225,0.35877097,0.6122448,0.028984288,-0.3297867,neutral
1738,v3_structured,ChatGPT,-0.5994,-0.9744,0.47557405,0.5103857,0.014040339,-0.4615337,neutral
1742,v1_terse,Mistral,0.5106,0.9171,0.36331066,0.60736376,0.029325522,-0.33398515,neutral
1740,v2_empathetic,ChatGPT,0.5118,-0.8225,0.82701963,0.16298363,0.009996784,-0.81702286,negative
1742,v3_structured,Mistral,0.6234,0.9171,0.3116416,0.6673244,0.02103396,-0.29060763,neutral
1742,v2_empathetic,Mistral,-0.0475,0.9171,0.8075621,0.17858694,0.013850976,-0.7937111,negative
1740,v3_structured,ChatGPT,-0.296,-0.8225,0.0877554,0.8736406,0.038604006,-0.04915139,neutral
1742,v1_terse,ChatGPT,0.9352,0.9171,0.4851562,0.47149205,0.043351665,-0.44180453,negative
1741,v1_terse,ChatGPT,0.9524,0.9287,0.01850093,0.4384164,0.54308265,0.52458173,positive
1741,v2_empathetic,ChatGPT,0.9241,0.9287,0.54175645,0.41998458,0.038258977,-0.5034975,negative
1744,v1_terse,Mistral,0.4767,0.9607,0.06442753,0.8724894,0.063083015,-0.0013445169,neutral
1741,v3_structured,ChatGPT,0.7184,0.9287,0.4017046,0.58183414,0.016461195,-0.38524342,neutral
1744,v3_structured,Mistral,-0.296,0.9607,0.033728894,0.8994764,0.06679472,0.03306583,neutral
1744,v2_empathetic,Mistral,0.3182,0.9607,0.76807636,0.21923967,0.012683936,-0.75539243,negative
1744,v2_empathetic,ChatGPT,0.914,0.9607,0.40968487,0.5406898,0.049625315,-0.36005956,neutral
1742,v3_structured,ChatGPT,0.1531,0.9171,0.3844193,0.5934967,0.02208399,-0.3623353,neutral
1746,v1_terse,Mistral,0.0516,0.8122,0.5699741,0.40156102,0.028464895,-0.5415092,negative
1744,v1_terse,ChatGPT,0.8807,0.9607,0.06547187,0.8242687,0.11025945,0.04478758,neutral
1746,v2_empathetic,Mistral,-0.3804,0.8122,0.8515121,0.13728,0.011207943,-0.84030414,negative
1746,v3_structured,Mistral,0.0,0.8122,0.4615532,0.5238762,0.014570579,-0.44698262,neutral
1747,v1_terse,Mistral,0.5175,0.9599,0.8116885,0.17719638,0.011115096,-0.8005734,negative
1744,v3_structured,ChatGPT,0.5719,0.9607,0.05665075,0.9035925,0.03975669,-0.016894061,neutral
1746,v1_terse,ChatGPT,0.6557,0.8122,0.45172632,0.51436293,0.033910748,-0.41781557,neutral
1742,v2_empathetic,ChatGPT,0.9453,0.9171,0.28492448,0.5718456,0.14323,-0.14169447,neutral
1748,v1_terse,Mistral,-0.2789,0.714,0.53921646,0.42036778,0.040415708,-0.49880075,negative
1747,v2_empathetic,Mistral,0.8934,0.9599,0.83365273,0.15403967,0.01230764,-0.8213451,negative
1747,v3_structured,Mistral,0.9153,0.9599,0.23483706,0.74370337,0.021459645,-0.21337742,neutral
1748,v3_structured,Mistral,-0.0772,0.714,0.5547064,0.43042138,0.014872247,-0.53983414,negative
1748,v2_empathetic,Mistral,-0.4829,0.714,0.86734897,0.12310556,0.009545461,-0.8578035,negative
1747,v1_terse,ChatGPT,0.7717,0.9599,0.24052839,0.69463784,0.064833745,-0.17569464,neutral
1746,v3_structured,ChatGPT,-0.0516,0.8122,0.5082974,0.47772974,0.013972853,-0.49432454,negative
1746,v2_empathetic,ChatGPT,-0.6619,0.8122,0.73718,0.24489616,0.017923856,-0.71925616,negative
1747,v2_empathetic,ChatGPT,0.8689,0.9599,0.66088796,0.31206718,0.027044892,-0.63384306,negative
1747,v3_structured,ChatGPT,0.6486,0.9599,0.22625405,0.750795,0.022950916,-0.20330313,neutral
1748,v1_terse,ChatGPT,0.8625,0.714,0.438941,0.50388163,0.057177328,-0.38176367,neutral
1748,v2_empathetic,ChatGPT,0.5988,0.714,0.75198895,0.23048261,0.01752849,-0.7344605,negative
1748,v3_structured,ChatGPT,-0.2441,0.714,0.6062862,0.38250953,0.011204216,-0.595082,negative
1759,v1_terse,Mistral,-0.5859,0.9267,0.54233027,0.43318355,0.024486242,-0.517844,negative
1759,v1_terse,ChatGPT,0.9001,0.9267,0.041230034,0.77286124,0.1859088,0.14467876,neutral
1759,v2_empathetic,ChatGPT,0.6249,0.9267,0.73886997,0.23941043,0.021719556,-0.7171504,negative
1759,v3_structured,Mistral,0.5487,0.9267,0.4748951,0.51100326,0.014101651,-0.46079344,neutral
1759,v2_empathetic,Mistral,0.331,0.9267,0.79722106,0.18869466,0.014084226,-0.78313684,negative
1761,v1_terse,Mistral,-0.2732,0.9119,0.77280235,0.20788959,0.019308047,-0.7534943,negative
1759,v3_structured,ChatGPT,0.7798,0.9267,0.042716466,0.8534222,0.10386127,0.061144806,neutral
1761,v2_empathetic,Mistral,-0.1779,0.9119,0.8266967,0.15976945,0.013533866,-0.8131628,negative
1761,v3_structured,Mistral,0.0,0.9119,0.4543847,0.5279894,0.017625915,-0.4367588,neutral
1761,v1_terse,ChatGPT,0.6625,0.9119,0.50944024,0.42221314,0.06834662,-0.44109362,negative
1761,v3_structured,ChatGPT,-0.5106,0.9119,0.58328176,0.40252882,0.014189438,-0.56909233,negative
1761,v2_empathetic,ChatGPT,-0.1102,0.9119,0.829094,0.15676205,0.014144014,-0.81495,negative
1766,v1_terse,Mistral,0.4939,-0.4404,0.7510892,0.23345898,0.015451817,-0.7356374,negative
1766,v2_empathetic,Mistral,-0.782,-0.4404,0.83960897,0.15186705,0.008523958,-0.831085,negative
1766,v3_structured,Mistral,0.5994,-0.4404,0.4828782,0.50190437,0.015217441,-0.46766075,neutral
1766,v1_terse,ChatGPT,0.7069,-0.4404,0.71036875,0.26136848,0.028262794,-0.68210596,negative
1769,v1_terse,Mistral,0.6369,-0.6169,0.30044892,0.593956,0.10559509,-0.19485384,neutral
1769,v1_terse,ChatGPT,0.9153,-0.6169,0.46793428,0.44619575,0.085870005,-0.38206428,negative
1766,v2_empathetic,ChatGPT,0.4909,-0.4404,0.8123354,0.16827254,0.019392094,-0.7929433,negative
1766,v3_structured,ChatGPT,0.0258,-0.4404,0.5917582,0.39181185,0.016429882,-0.5753283,negative
1769,v3_structured,Mistral,0.5905,-0.6169,0.5261417,0.45865148,0.0152068455,-0.5109348,negative
1769,v3_structured,ChatGPT,0.1027,-0.6169,0.08903118,0.80345035,0.10751858,0.018487401,neutral
1769,v2_empathetic,Mistral,-0.7897,-0.6169,0.8046029,0.18079239,0.014604748,-0.7899982,negative
1771,v1_terse,Mistral,0.7184,-0.8806,0.57373756,0.38638064,0.0398817,-0.53385586,negative
1771,v2_empathetic,ChatGPT,0.1857,-0.8806,0.7445368,0.23636732,0.019095859,-0.725441,negative
1771,v2_empathetic,Mistral,-0.9007,-0.8806,0.91527194,0.07828758,0.0064404695,-0.9088315,negative
1771,v1_terse,ChatGPT,0.9151,-0.8806,0.48717698,0.46875855,0.04406444,-0.44311255,negative
1771,v3_structured,ChatGPT,-0.4588,-0.8806,0.66576254,0.3222403,0.011997138,-0.6537654,negative
1771,v3_structured,Mistral,0.4193,-0.8806,0.3262545,0.6512951,0.02245037,-0.30380413,neutral
1776,v1_terse,Mistral,0.4659,0.882,0.8622462,0.12812193,0.009631875,-0.85261434,negative
1776,v1_terse,ChatGPT,0.9538,0.882,0.46641028,0.47872373,0.05486601,-0.41154426,neutral
1776,v3_structured,Mistral,0.743,0.882,0.42560887,0.55935365,0.015037437,-0.41057143,neutral
1776,v2_empathetic,Mistral,0.7888,0.882,0.8014419,0.18597075,0.012587425,-0.7888545,negative
1776,v2_empathetic,ChatGPT,0.9201,0.882,0.57368356,0.38879964,0.037516885,-0.53616667,negative
1776,v3_structured,ChatGPT,0.8519,0.882,0.49361125,0.49128896,0.015099887,-0.47851136,negative
1769,v2_empathetic,ChatGPT,0.8988,-0.6169,0.32833707,0.4662948,0.20536807,-0.122969,neutral
1781,v1_terse,Mistral,0.891,0.9539,0.12431464,0.7593272,0.116358146,-0.007956497,neutral
1781,v3_structured,Mistral,0.7184,0.9539,0.26985776,0.71120393,0.018938309,-0.25091946,neutral
1781,v2_empathetic,Mistral,-0.3991,0.9539,0.8074591,0.17768341,0.014857491,-0.79260164,negative
1781,v1_terse,ChatGPT,0.5106,0.9539,0.4594768,0.51447654,0.026046667,-0.43343014,neutral
1784,v1_terse,Mistral,0.4215,-0.2006,0.5056635,0.4655532,0.028783249,-0.47688025,negative
